"","name","height","weight","season","age","team.x","lg","pos","g","mp","per","ts","x3p_ar","f_tr","orb","drb","trb","ast","stl","blk","tov","usg","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","x","team.y","gp","w","l","min","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year"
"1613","Kyle_Lowry",72,196,"2020",33,"TOR","NBA","PG",52,1901,17.9,0.589,0.583,0.399,1.7,12,7,31,1.8,1.1,15,23.1,4.1,2.8,6.9,0.173,2.5,0.7,3.2,2.5,1010,"TOR",51,35,16,36.6,13129.6,2.49,1.35,1.14,3.79,4.22,3.39,9,33296296,3e+07,0
"1618","Trey_Lyles",81,234,"2017",21,"UTA","NBA","PF",71,1158,9.9,0.464,0.465,0.18,4.9,18.1,11.7,9.5,1.2,1.4,11.9,21.7,-0.9,1.6,0.8,0.031,-2.2,0,-2.2,-0.1,1600,"UTA",71,43,28,16.3,6029.7,1.14,0.62,0.52,4.21,4.43,3.97,288,2340600,2441400,0
"1619","Trey_Lyles",81,234,"2018",22,"DEN","NBA","PF",73,1391,17.9,0.591,0.396,0.26,4.5,23.5,14,10.1,1.1,2,9.1,21.1,2.7,1.2,3.9,0.135,2,-0.7,1.3,1.1,1601,"DEN",73,41,32,19.1,6896.3,1.31,0.72,0.59,4.16,4.52,3.79,276,2441400,3364249,0
"1620","Trey_Lyles",81,234,"2019",23,"DEN","NBA","PF",64,1120,12.7,0.5,0.404,0.234,4.2,19.6,11.9,11.3,1.3,1.8,11.1,23.4,-0.2,1.4,1.2,0.05,-1.8,-0.7,-2.4,-0.1,1602,"DEN",64,42,22,17.5,6732.5,1.28,0.7,0.57,4.08,4.42,3.73,255,3364249,0,1
"1621","Trey_Lyles",81,234,"2020",24,"SAS","NBA","PF",63,1271,12.7,0.557,0.49,0.131,6,24.6,15.3,7.3,1.1,1.9,9.7,13.7,1.2,1,2.2,0.081,-0.5,-0.7,-1.2,0.2,1603,"SAS",62,26,36,20.2,8220.9,1.56,0.86,0.7,4.36,4.78,3.94,189,5500000,5500000,0
"1630","Shelvin_Mack",75,203,"2017",26,"UTA","NBA","PG",55,1205,10.9,0.518,0.315,0.202,2,9.8,6,20.4,1.8,0.2,17.8,19.6,-0.1,1.5,1.4,0.054,-2.5,0.2,-2.3,-0.1,1471,"UTA",55,34,21,21.9,8600.2,1.63,0.9,0.73,4.47,4.75,4.18,285,2433334,0,1
"1631","Shelvin_Mack",75,203,"2018",27,"ORL","NBA","PG",69,1365,13.3,0.518,0.336,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,1,1,1.9,0.069,-1.2,-0.2,-1.4,0.2,1472,"ORL",69,21,48,19.8,7806.5,1.48,0.8,0.68,4.54,4.92,4.16,176,6e+06,6e+06,0
"1632","Shelvin_Mack",75,203,"2019",28,"TOT","NBA","PG",57,1246,10.4,0.489,0.323,0.208,1.6,7.9,4.7,22.6,1.9,0.3,13,18.1,-0.2,1.1,0.9,0.034,-2.7,-0.4,-3,-0.3,1473,"CHA",57,22,35,21.9,9239.5,1.75,0.99,0.76,4.48,4.83,4.08,335,2029463,0,1
"1633","Shelvin_Mack",75,203,"2019",28,"TOT","NBA","PG",57,1246,10.4,0.489,0.323,0.208,1.6,7.9,4.7,22.6,1.9,0.3,13,18.1,-0.2,1.1,0.9,0.034,-2.7,-0.4,-3,-0.3,1474,"CHA",57,22,35,21.9,9239.5,1.75,0.99,0.76,4.48,4.83,4.08,453,1e+06,0,1
"1637","Josh_Magette",73,160,"2020",30,"ORL","NBA","PG",8,38,5.1,0.378,0.267,0.133,2.7,14.6,8.5,19.2,3.9,2.4,23.9,23.8,-0.2,0.1,-0.1,-0.126,-8,1.6,-6.4,0,879,"ORL",8,3,5,4.7,1677.4,0.32,0.18,0.14,4.21,4.74,3.96,527,81678,0,1
"1646","Ian_Mahinmi",83,262,"2017",30,"WAS","NBA","C",31,555,14.1,0.601,0,0.676,9.6,20.8,15.2,4.7,2.9,3.6,19.1,14,0.5,0.9,1.4,0.123,-3,1.6,-1.4,0.1,619,"WAS",31,19,12,17.9,6461.5,1.22,0.63,0.59,4.13,4.37,3.9,50,15944154,16661641,0
"1647","Ian_Mahinmi",83,262,"2018",31,"WAS","NBA","C",77,1145,12.2,0.601,0.008,0.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,0.8,1.4,2.2,0.093,-4.6,0.2,-4.4,-0.7,620,"WAS",77,42,35,14.9,5560.1,1.05,0.55,0.5,4.25,4.43,4.08,63,16661641,15944154,0
"1648","Ian_Mahinmi",83,262,"2019",32,"WAS","NBA","C",34,498,12,0.531,0.154,0.587,10.3,17.7,13.9,6.5,2.4,2.7,13.8,12.9,0.5,0.5,1,0.092,-3.5,0.6,-3,-0.1,621,"WAS",33,11,22,14.8,5862.6,1.11,0.58,0.53,4.18,4.44,3.95,73,15944154,15450051,0
"1649","Ian_Mahinmi",83,262,"2020",33,"WAS","NBA","C",38,808,14.1,0.545,0.124,0.538,10.2,19.8,14.8,8.2,1.8,4.7,14.8,15.7,0.7,0.7,1.4,0.082,-2.7,0,-2.7,-0.2,622,"WAS",38,15,23,21.3,8341,1.58,0.85,0.73,4.17,4.45,3.89,81,15450051,0,1
"1650","Thon_Maker",84,221,"2017",19,"MIL","NBA","C",57,562,14,0.558,0.409,0.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,0.8,0.5,1.3,0.113,-1.1,-0.9,-2,0,1549,"MIL",57,31,26,9.9,4041.9,0.77,0.39,0.37,4.67,4.9,4.46,277,2568600,2684160,0
"1651","Thon_Maker",84,221,"2018",20,"MIL","NBA","C",74,1238,10.2,0.499,0.329,0.294,7.1,14.2,10.6,5.2,1.5,3.7,11,14.6,0.3,1.1,1.5,0.056,-3.2,-0.4,-3.5,-0.5,1550,"MIL",73,40,33,16.8,6711.6,1.27,0.63,0.65,4.57,4.65,4.49,264,2684160,2799720,0
"1652","Thon_Maker",84,221,"2019",21,"TOT","NBA","C-PF",64,972,11.3,0.53,0.571,0.313,4.5,17.4,11,6.3,1,4.4,9.8,14.8,0.5,1.5,2,0.099,-2.2,1,-1.2,0.2,1551,"DET",64,44,20,15.2,6291.3,1.19,0.63,0.56,4.45,4.76,4.15,276,2799720,3569643,0
"1653","Thon_Maker",84,221,"2020",22,"DET","NBA","C",60,776,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2,0.7,-1.4,0.1,1552,"DET",59,20,39,13.1,5375,1.02,0.55,0.46,4.39,4.64,4.11,241,3569643,0,1
"1654","Terance_Mann",77,215,"2020",23,"LAC","NBA","SG",35,271,7.1,0.472,0.222,0.222,1.6,10.8,6.3,17.9,1.4,1.6,19.1,11.2,0,0.3,0.3,0.057,-4.7,1.2,-3.5,-0.1,1521,"LAC",35,22,13,7.7,3394.7,0.64,0.34,0.3,4.64,4.94,4.35,442,1e+06,1517984,0
"1655","Caleb_Martin",77,205,"2020",24,"CHO","NBA","SF",18,317,12,0.595,0.44,0.25,3.3,10,6.5,11.1,1.9,2,13.9,15,0.3,0.2,0.5,0.081,-1.6,0.5,-1,0.1,197,"CHA",18,6,12,17.6,7465.6,1.41,0.76,0.66,4.51,4.9,4.11,464,898310,1517981,0
"1656","Cody_Martin",77,205,"2020",24,"CHO","NBA","SF",48,903,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1,0.052,-3.1,1,-2.1,0,258,"CHA",48,16,32,18.8,8081.6,1.53,0.82,0.71,4.56,4.85,4.25,439,1173310,1517981,0
"1658","Jarell_Martin",82,239,"2017",22,"MEM","NBA","PF",42,558,8.7,0.477,0.166,0.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,-0.2,0.8,0.6,0.054,-5.3,-0.6,-5.8,-0.5,721,"MEM",42,23,19,13.3,5278.8,1,0.54,0.46,4.52,4.8,4.24,373,1286160,1341600,0
"1659","Jarell_Martin",82,239,"2018",23,"MEM","NBA","PF",73,1661,10.5,0.516,0.198,0.234,6.6,15.8,11.1,7,1.2,2.8,13.6,17.1,0.1,1.2,1.3,0.038,-3.3,-0.7,-4,-0.8,722,"MEM",73,21,52,22.8,9058.4,1.72,0.93,0.78,4.56,4.87,4.25,364,1471382,2416222,0
"1660","Jarell_Martin",82,239,"2019",24,"ORL","NBA","PF",42,328,9.4,0.528,0.548,0.106,3.5,20.5,11.9,7.8,0.4,2,9.2,15.9,0.1,0.4,0.5,0.073,-3.7,-0.2,-3.9,-0.2,723,"ORL",41,19,22,7.9,3352.3,0.63,0.36,0.28,4.47,5.03,3.9,298,2416222,0,1
"1662","Frank_Mason",71,190,"2018",23,"SAC","NBA","PG",52,984,13,0.48,0.226,0.303,3.3,12.1,7.5,22.7,1.7,1,13.1,22.6,0,0.6,0.5,0.027,-1.3,-1,-2.3,-0.1,539,"SAC",52,17,35,18.9,6843.9,1.3,0.69,0.61,4.16,4.41,3.92,430,1184385,1378242,0
"1663","Frank_Mason",71,190,"2019",24,"SAC","NBA","PG",38,435,12.4,0.502,0.379,0.337,1.4,9,5.1,26.3,1.7,0.8,15.6,21.8,0,0.3,0.3,0.033,-1.9,-1.3,-3.1,-0.1,540,"SAC",38,16,22,11.5,4510.3,0.85,0.46,0.4,4.16,4.48,3.83,418,1378242,1618520,0
"1675","Wesley_Matthews",76,220,"2017",30,"DAL","NBA","SG",73,2495,11.9,0.533,0.566,0.211,0.8,11.8,6,13.6,1.6,0.5,9.9,19.4,1,2.1,3.1,0.06,-0.8,0,-0.8,0.8,1672,"DAL",72,28,44,34.1,12296.6,2.33,1.28,1.05,4.1,4.31,3.87,40,17100000,17900000,0
"1676","Wesley_Matthews",76,220,"2018",31,"DAL","NBA","SF",63,2131,11.4,0.541,0.577,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1,1.6,2.6,0.059,-1,0.1,-0.9,0.6,1673,"DAL",63,20,43,33.8,12476.2,2.36,1.31,1.05,4.2,4.48,3.91,53,17884176,18622514,0
"1677","Wesley_Matthews",76,220,"2019",32,"TOT","NBA","SF-SG",69,2091,10.3,0.546,0.577,0.234,1.7,7.1,4.4,11.1,1.3,0.7,10.6,17.8,1.1,1.5,2.7,0.062,-1.4,-0.5,-1.8,0.1,1674,"IND",69,27,42,30.3,11804.1,2.24,1.22,1.02,4.14,4.41,3.85,55,18622514,0,1
"1678","Wesley_Matthews",76,220,"2020",33,"MIL","NBA","SG",62,1529,8.4,0.545,0.691,0.157,1.4,8.5,5.2,7.4,1.1,0.5,8.7,12.7,0.8,2.4,3.1,0.099,-2.5,0.8,-1.7,0.1,1675,"MIL",61,49,12,24.8,9957.2,1.89,0.98,0.91,4.31,4.71,3.95,291,2564753,2692991,0
"1681","James_Michael McAdoo",81,230,"2017",24,"GSW","NBA","PF",52,457,13.1,0.543,0.068,0.359,8.7,12.9,10.9,5.2,1.9,5,12.3,14.6,0.3,0.8,1.1,0.117,-2.7,0.9,-1.8,0,709,"GSW",52,43,9,8.8,3478.6,0.66,0.34,0.32,4.5,4.72,4.29,421,980431,0,1
"1684","Patrick_McCaw",79,185,"2017",21,"GSW","NBA","SG",71,1074,8.6,0.54,0.502,0.151,2.3,7.6,5.1,9,1.4,1.1,12.1,11.9,0.5,1.2,1.7,0.077,-2.4,0.1,-2.4,-0.1,1304,"GSW",71,57,14,15.1,5744.1,1.09,0.57,0.52,4.32,4.6,4.06,477,543471,905249,0
"1685","Patrick_McCaw",79,185,"2018",22,"GSW","NBA","SG",57,961,7.4,0.477,0.356,0.151,2,7.2,4.8,10.6,2.2,0.8,14.6,12.8,-0.3,0.8,0.6,0.029,-4.3,0.1,-4.1,-0.5,1305,"GSW",57,41,16,16.9,6543.5,1.24,0.65,0.59,4.42,4.69,4.15,405,1312611,0,1
"1687","Patrick_McCaw",79,185,"2020",24,"TOR","NBA","SF",37,908,7.3,0.5,0.438,0.111,2.3,7.6,5,11.4,2,0.4,14.6,9.4,0.2,1.2,1.4,0.073,-3.6,1.8,-1.8,0,1306,"TOR",36,26,10,24.8,9617.4,1.82,0.93,0.89,4.09,4.19,4,229,4e+06,4e+06,0
"1693","CJ_McCollum",75,197,"2019",27,"POR","NBA","SG",70,2375,17,0.553,0.358,0.154,2.9,9.7,6.3,13.8,1.1,0.9,7.4,25.5,4,1.7,5.6,0.114,2.1,-1,1,1.8,251,"POR",70,43,27,33.9,14106.9,2.67,1.52,1.15,4.42,4.89,3.93,19,25759766,27556959,0
"1694","CJ_McCollum",75,197,"2020",28,"POR","NBA","SG",62,2229,17.4,0.543,0.378,0.135,1.9,9.7,5.9,19.3,1,1.5,8.3,26.7,3.1,0.6,3.7,0.079,2.5,-1.7,0.9,1.6,252,"POR",61,27,34,35.9,14518.3,2.75,1.54,1.21,4.32,4.76,3.86,26,27556959,29354152,0
"1696","TJ_McConnell",73,190,"2017",24,"PHI","NBA","PG",81,2133,13.7,0.504,0.107,0.176,2,11,6.5,37.5,3.1,0.4,22.4,14.4,1.4,2.4,3.8,0.084,-2,1,-1,0.5,1506,"PHI",81,27,54,26.3,10988.3,2.08,1.18,0.9,4.75,5.35,4.14,438,874636,0,1
"1697","TJ_McConnell",73,190,"2018",25,"PHI","NBA","PG",76,1706,12.5,0.545,0.147,0.093,2.4,11.5,7.1,24.5,2.6,0.6,20.4,13.8,1.3,2.5,3.8,0.108,-1.9,1.9,0,0.9,1507,"PHI",75,50,25,22.4,9434.6,1.79,0.97,0.82,4.78,5.24,4.32,375,1471382,1600520,0
"1698","TJ_McConnell",73,190,"2019",26,"PHI","NBA","PG",76,1470,13.4,0.555,0.1,0.088,2.1,10.2,6.3,24.7,2.5,0.9,17.3,15,1.2,1.7,2.9,0.094,-1.8,0.9,-0.9,0.4,1508,"PHI",75,46,29,19.4,8567.4,1.62,0.88,0.74,4.7,5.09,4.31,382,1600520,0,1
"1699","TJ_McConnell",73,190,"2020",27,"IND","NBA","PG",63,1188,16.2,0.541,0.041,0.099,3,12.1,7.6,37.2,1.8,0.8,18.5,17.2,1.6,1.4,2.9,0.119,0.1,0.2,0.3,0.7,1509,"IND",63,38,25,18.9,8113.4,1.54,0.81,0.72,4.57,4.86,4.28,248,3500000,3500000,0
"1702","Chris_McCullough",83,200,"2017",21,"TOT","NBA","PF",16,80,15.2,0.526,0.219,0.156,12.1,13.3,12.7,4.4,1.2,1.9,8.1,19.9,0.1,0.1,0.1,0.072,-1.2,-2.4,-3.6,0,241,"WAS",16,1,15,5,1986.8,0.38,0.19,0.19,4.47,5.44,3.8,385,1191480,1242840,0
"1703","Chris_McCullough",83,200,"2018",22,"WAS","NBA","PF",19,90,15.8,0.478,0.19,0.333,8.8,22.6,15.7,7.1,0,4.9,4,24.6,0.1,0.1,0.2,0.081,-0.3,-1.5,-1.8,0,242,"WAS",19,11,8,4.7,1911.4,0.36,0.2,0.16,4.64,5.12,4.13,359,1471382,2243326,0
"1704","Jalen_McDaniels",82,192,"2020",22,"CHO","NBA","PF",16,293,10.7,0.574,0.343,0.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,0.2,0.2,0.5,0.078,-3.3,0,-3.3,-0.1,688,"CHA",16,7,9,18.3,7730.9,1.46,0.8,0.66,4.52,4.91,4.12,463,898310,1517981,0
"1710","Doug_McDermott",79,225,"2017",25,"TOT","NBA","SF",66,1508,10.7,0.554,0.419,0.169,1.4,11.5,6.4,5.9,0.4,0.3,6.6,16.4,1.6,1,2.6,0.083,-0.9,-1.4,-2.3,-0.1,454,"OKC",66,35,31,22.8,9086.9,1.72,0.93,0.79,4.54,4.94,4.15,282,2483040,3294994,0
"1711","Doug_McDermott",79,225,"2018",26,"TOT","NBA","SF",81,1768,10.4,0.579,0.425,0.159,2.5,10.2,6.3,6.5,0.5,0.8,9.3,15,1.7,0.6,2.3,0.063,-1,-1.3,-2.2,-0.1,455,"DAL",80,29,51,21.7,8978.7,1.7,0.93,0.77,4.72,5.1,4.34,239,3294994,0,1
"1712","Doug_McDermott",79,225,"2019",27,"IND","NBA","SF",77,1340,11.6,0.617,0.488,0.187,1.4,7.5,4.5,7.1,0.7,0.5,8.4,16.3,1.8,1.1,2.9,0.103,-0.5,-0.9,-1.4,0.2,456,"IND",77,43,34,17.4,7507,1.42,0.76,0.66,4.56,4.92,4.2,168,7333334,7333334,0
"1713","Doug_McDermott",79,225,"2020",28,"IND","NBA","PF",62,1242,14.3,0.626,0.54,0.106,2.1,11.7,6.9,8.3,0.4,0.3,7.2,19.6,2.1,0.9,3,0.115,1.5,-1.5,0,0.6,457,"IND",62,37,25,20,8378.9,1.59,0.87,0.72,4.56,5.02,4.11,161,7333334,7333333,0
"1714","Rodney_McGruder",76,200,"2017",25,"MIA","NBA","SG",78,1966,9.1,0.506,0.478,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,2.9,0.072,-1.8,-0.1,-1.9,0,1393,"MIA",78,40,38,25.2,10253.5,1.94,1.05,0.89,4.63,4.87,4.38,471,543471,905249,0
"1715","Rodney_McGruder",76,200,"2018",26,"MIA","NBA","SG",18,299,12,0.595,0.479,0.11,4.1,7.9,6,8.4,1.3,0.9,5,12.1,0.5,0.3,0.8,0.125,-1,-0.4,-1.4,0.1,1394,"MIA",18,11,7,16.6,6745.2,1.28,0.68,0.6,4.62,4.85,4.39,413,1312611,1544951,0
"1716","Rodney_McGruder",76,200,"2019",27,"MIA","NBA","SG",66,1550,9.4,0.51,0.488,0.156,4.1,12.2,8.2,10.3,1.1,0.7,11.5,15.4,0.4,1.6,1.9,0.059,-2.2,-0.1,-2.3,-0.1,1395,"LAC",66,31,35,23.5,10130.2,1.92,1.06,0.86,4.57,5.01,4.12,398,1544951,0,1
"1717","Rodney_McGruder",76,200,"2020",28,"LAC","NBA","SG",50,749,6.5,0.472,0.506,0.179,3.7,13.7,8.8,5.1,1.4,0.9,11.1,10.5,-0.1,1,0.8,0.054,-3.8,0.8,-3,-0.2,1396,"LAC",50,33,17,15,6168,1.17,0.6,0.57,4.43,4.69,4.19,215,4629630,5e+06,0
"1718","Alfonzo_McKinnie",79,215,"2018",25,"TOR","NBA","SF",14,53,10.1,0.643,0.6,0.2,2.2,12.4,7.4,2.7,0.9,1.5,15.5,16,0,0.1,0.1,0.084,-2.6,-0.4,-3,0,40,"TOR",14,13,1,3.8,1568.4,0.3,0.15,0.15,4.73,4.87,4.6,459,815615,1378242,0
"1719","Alfonzo_McKinnie",79,215,"2019",26,"GSW","NBA","SF",72,1003,11.2,0.569,0.429,0.175,9,16.9,13.1,4,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-2.2,-1.3,-3.5,-0.4,41,"GSW",72,53,19,13.9,6061.9,1.15,0.61,0.54,4.68,5.1,4.28,446,1349383,0,1
"1720","Alfonzo_McKinnie",79,215,"2019",26,"GSW","NBA","SF",72,1003,11.2,0.569,0.429,0.175,9,16.9,13.1,4,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-2.2,-1.3,-3.5,-0.4,42,"GSW",72,53,19,13.9,6061.9,1.15,0.61,0.54,4.68,5.1,4.28,383,1349383,0,1
"1721","Alfonzo_McKinnie",79,215,"2020",27,"CLE","NBA","SF",40,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5,43,"CLE",40,11,29,14.8,6048.4,1.15,0.61,0.54,4.41,4.58,4.24,475,708871,0,1
"1722","Alfonzo_McKinnie",79,215,"2020",27,"CLE","NBA","SF",40,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5,44,"CLE",40,11,29,14.8,6048.4,1.15,0.61,0.54,4.41,4.58,4.24,436,1361046,1762796,0
"1723","Alfonzo_McKinnie",79,215,"2020",27,"CLE","NBA","SF",40,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5,45,"CLE",40,11,29,14.8,6048.4,1.15,0.61,0.54,4.41,4.58,4.24,509,183114,0,1
"1728","Ben_McLemore",75,195,"2017",23,"SAC","NBA","SG",61,1176,9.8,0.538,0.406,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.5,-1.7,-4.2,-0.6,122,"SAC",61,27,34,19.3,7621.1,1.44,0.78,0.66,4.5,4.75,4.24,216,4008882,0,1
"1729","Ben_McLemore",75,195,"2018",24,"MEM","NBA","SG",56,1091,9.7,0.526,0.426,0.172,3.5,11.4,7.4,7.5,1.8,1.3,13.2,19,-0.2,0.7,0.5,0.023,-2.9,-1,-3.9,-0.5,123,"MEM",56,7,49,19.5,7865.2,1.49,0.8,0.69,4.64,4.97,4.32,193,5200000,5460000,0
"1730","Ben_McLemore",75,195,"2019",25,"SAC","NBA","SG",19,158,10.5,0.541,0.641,0.188,1.9,9.4,5.5,3.4,1.8,1.6,6.7,19.4,0.1,0.1,0.2,0.055,-2.1,-1.4,-3.5,-0.1,124,"SAC",19,7,12,8.3,3751.1,0.71,0.37,0.34,4.74,5.01,4.48,199,5460000,0,1
"1731","Ben_McLemore",75,195,"2020",26,"HOU","NBA","SG",63,1437,11.7,0.622,0.83,0.132,1.5,8.7,5.1,5.3,1.2,0.7,8.5,15.6,2.1,0.9,3,0.1,0,-0.7,-0.7,0.5,125,"HOU",63,40,23,22.8,9028.3,1.71,0.86,0.85,4.26,4.43,4.12,345,2028594,2283034,0
"1733","Jordan_McRae",77,179,"2017",25,"CLE","NBA","SG",37,384,9.7,0.488,0.34,0.227,1.8,9.7,5.9,7.4,1,1.3,7.8,20.8,-0.1,0.2,0.2,0.02,-2.6,-1.1,-3.7,-0.2,864,"CLE",37,26,11,10.4,3644.2,0.69,0.37,0.32,4,4.2,3.78,442,874636,0,1
"1735","Jordan_McRae",77,179,"2020",28,"TOT","NBA","SG",37,784,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.7,1.3,1.8,9.4,24.4,0.4,0.3,0.7,0.043,0,-1.6,-1.5,0.1,865,"DET",37,12,25,21.2,7904.1,1.5,0.8,0.7,3.95,4.32,3.59,385,1645357,0,1
"1743","Jodie_Meeks",76,210,"2017",29,"ORL","NBA","SG",36,738,13.1,0.567,0.535,0.289,0.7,10.9,5.7,9.3,2.3,0.4,11.1,19.4,0.5,0.6,1.1,0.073,-1.3,-0.4,-1.8,0.1,795,"ORL",36,14,22,20.5,7874.1,1.49,0.8,0.69,4.38,4.74,4.02,152,6540000,0,1
"1744","Jodie_Meeks",76,210,"2018",30,"WAS","NBA","SG",77,1119,12.4,0.548,0.534,0.298,1.5,11.2,6.4,9.1,1.3,0.3,7.7,19,1.3,0.8,2,0.087,-0.3,-0.8,-1.1,0.3,796,"WAS",77,41,36,14.5,5551,1.05,0.56,0.49,4.42,4.7,4.12,240,3290000,3454500,0
"1745","Jodie_Meeks",76,210,"2019",31,"TOR","NBA","SG",8,104,16,0.647,0.462,0.026,1.1,11.1,6.2,11.5,0.5,0.8,4.8,17.1,0.2,0.1,0.3,0.153,1.4,-0.8,0.5,0.1,797,"TOR",8,7,1,13,5357.5,1.01,0.53,0.49,4.38,4.64,4.13,249,3454500,0,1
"1748","Chimezie_Metu",81,225,"2019",21,"SAS","NBA","PF",29,145,6.4,0.389,0.034,0.293,6.8,20.1,13.5,12,2,1.2,18.6,24.4,-0.5,0.2,-0.3,-0.099,-7.3,-1.4,-8.7,-0.2,234,"SAS",29,14,15,5,1990.6,0.38,0.2,0.17,4.25,4.44,4.04,466,838464,0,1
"1749","Chimezie_Metu",81,225,"2020",22,"SAS","NBA","PF",16,73,25.4,0.597,0.029,0.229,14.7,23.7,19.2,13.9,0.7,4.8,11.5,25.9,0.2,0.1,0.2,0.159,3.8,-0.8,3,0.1,235,"SAS",16,7,9,4.5,1709.4,0.32,0.18,0.15,4.28,4.53,3.86,416,1416852,1663861,0
"1751","Jordan_Mickey",80,235,"2017",22,"BOS","NBA","PF",25,141,9.8,0.473,0.029,0.412,10.4,16.4,13.4,7.1,1.1,3.5,18.3,15.5,-0.1,0.2,0.1,0.036,-3.9,-0.8,-4.7,-0.1,866,"BOS",25,9,16,5.6,2139,0.41,0.21,0.19,4.3,4.6,4.1,378,1223653,1276346,0
"1757","Khris_Middleton",79,222,"2017",25,"MIL","NBA","SF",29,889,15,0.57,0.312,0.276,1.5,14.5,8.1,17.5,2.3,0.7,14.8,22.5,0.7,0.9,1.6,0.085,-0.4,0.1,-0.3,0.4,975,"MIL",29,19,10,30.7,10842.5,2.05,1.07,0.98,4.03,4.24,3.83,56,15200000,14100000,0
"1758","Khris_Middleton",79,222,"2018",26,"MIL","NBA","SF",82,2982,17.4,0.577,0.32,0.285,1.8,15,8.4,17.7,2,0.6,11.8,24.6,4.6,2.3,6.9,0.111,0.8,-0.8,0,1.5,976,"MIL",81,44,37,36.4,13019.7,2.47,1.27,1.2,4.09,4.38,3.82,81,14100000,1.3e+07,0
"1759","Khris_Middleton",79,222,"2019",27,"MIL","NBA","SF",77,2393,16.5,0.558,0.413,0.225,2.3,16.5,9.8,20.1,1.6,0.2,12.1,25.1,2.5,3.6,6.1,0.123,0.7,0.1,0.8,1.7,977,"MIL",77,56,21,31.1,12401.9,2.35,1.25,1.1,4.26,4.72,3.84,97,1.3e+07,1.3e+07,0
"1760","Khris_Middleton",79,222,"2020",28,"MIL","NBA","SF",55,1653,21.4,0.619,0.374,0.231,2.5,17,10.2,21,1.4,0.4,10.8,26.2,4.3,3.1,7.4,0.214,3.4,0.9,4.4,2.7,978,"MIL",54,43,11,30,11799.4,2.23,1.17,1.06,4.2,4.65,3.79,19,30603448,33051724,0
"1761","Eric_Mika",82,230,"2020",25,"SAC","NBA","PF",1,19,14,0.773,0,0.667,11.6,30.5,20.8,0,0,0,0,8.9,0.1,0,0.1,0.222,-2.2,-0.9,-3.1,0,519,"SAC",1,0,1,19.1,7620,1.44,0.76,0.68,4.11,4.93,3.92,534,50752,0,1
"1780","Darius_Miller",78,225,"2018",27,"NOP","NBA","SF",82,1944,9.3,0.617,0.735,0.138,1,7.9,4.6,7.5,0.7,0.7,10.1,12.8,2.1,0.9,3,0.075,-1.1,-0.8,-1.9,0.1,331,"NOP",82,48,34,23.7,8378.9,1.59,0.84,0.75,4.05,4.41,3.71,308,2100000,2205000,0
"1781","Darius_Miller",78,225,"2019",28,"NOP","NBA","SF",69,1757,8.4,0.55,0.752,0.147,0.8,6.6,3.8,10.4,1.1,1.1,10.3,13.4,1.1,0.6,1.6,0.045,-2.1,-0.8,-2.9,-0.4,332,"NOP",69,31,38,25.5,9523.8,1.8,0.96,0.84,3.96,4.34,3.61,323,2205000,0,1
"1784","Malcolm_Miller",79,210,"2020",26,"TOR","NBA","SF",25,125,4.7,0.432,0.792,0.25,0.9,10.8,5.9,8.3,1.5,1.5,10.1,10.1,-0.1,0.2,0.1,0.037,-4.3,1.4,-2.9,0,1087,"TOR",25,21,4,5,2155.1,0.41,0.21,0.19,4.51,4.65,4.37,400,1588231,0,1
"1793","Patty_Mills",73,180,"2018",29,"SAS","NBA","PG",82,2107,11.8,0.558,0.607,0.173,1.4,6.8,4.1,16,1.3,0.4,12.6,17.8,2,2.1,4.1,0.093,-0.6,-0.4,-1,0.5,1312,"SAS",82,47,35,25.7,10216.8,1.93,1.09,0.85,4.53,4.94,4.1,111,10714286,11571429,0
