"","name","height","weight","season","age.x","team.x","lg","pos","g","mp","per","ts","x3p_ar","f_tr","orb","drb","trb","ast","stl","blk","tov","usg","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","x","team.y","gp.x","w.x","l.x","min.x","dist_miles","avg_speed","rk","salary_current","contract_year","team.x.x","age.y","gp.y","min.y","box_outs","off_box_outs","def_box_outs","team_reb_on_box_outs","player_reb_on_box_outs","x_box_outs_off","x_box_outs_def","x_team_reb_when_box_out","x_player_reb_when_box_out","team.y.y","w.y","l.y","min","pts","touches","front_ct_touches","time_of_poss","avg_sec_per_touch","avg_drib_per_touch","pts_per_touch","elbow_touches","post_ups","paint_touches","pts_per_elbow_touch","pts_per_post_touch","pts_per_paint_touch"
"1573","Brook_Lopez",84,270,"2018",29,"LAL","NBA","C",74,1735,16.5,0.557,0.41,0.199,4.6,13.4,9,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.105,0.7,0.2,0.9,1.3,178,"LAL",74,34,40,23.4,1.58,4.13,31,22642350,1,"MIL",31,81,28.7,7.2,0.1,7.1,3.9,0.9,1.9,98.1,90.8,20.1,"MIL",60,21,28.7,12.5,36.6,24,0.9,1.49,0.5,0.341,1.2,1.2,1.7,0.619,0.835,1.102
"1574","Brook_Lopez",84,270,"2019",30,"MIL","NBA","C",81,2322,14.6,0.597,0.651,0.169,1.5,15,8.7,5.7,1,6.5,8.9,16.7,2.3,4.3,6.7,0.138,0.4,1.8,2.2,2.4,179,"MIL",81,60,21,28.7,2,3.93,253,3382000,1,"MIL",32,61,26.6,4.3,0.2,4.1,2.8,0.7,3.8,96.2,91.3,23.4,"MIL",49,11,26.6,11,33.5,21.7,0.8,1.47,0.44,0.328,1.7,2.5,2.9,0.71,0.727,1
"1584","Robin_Lopez",84,275,"2017",28,"CHI","NBA","C",81,2271,14.4,0.511,0.003,0.134,11.5,13.2,12.3,5.6,0.4,4.1,10,17.5,1.8,2.4,4.3,0.09,-1.4,-0.8,-2.2,-0.1,1383,"CHI",81,40,41,28,1.9,4.08,70,13219250,0,"CHI",30,64,26.4,8.9,2.3,6.7,5.2,1.4,25.3,74.7,87.3,23.3,"CHI",23,41,26.4,11.8,34.9,28.8,1.1,1.84,0.74,0.338,6.4,4.1,6.8,0.537,0.41,0.843
"1585","Robin_Lopez",84,275,"2018",29,"CHI","NBA","C",64,1690,14.7,0.552,0.022,0.14,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.7,1.9,0.055,-0.9,-1.3,-2.2,-0.1,1384,"CHI",64,23,41,26.4,1.86,4.24,84,13788500,0,"CHI",31,74,21.7,6.7,1.6,5.1,3.5,1,24.1,75.9,83.8,23.9,"CHI",20,53,21.6,9.5,28.5,21.1,1,2.01,0.83,0.333,3.6,4,4.6,0.54,0.761,0.892
"1586","Robin_Lopez",84,275,"2019",30,"CHI","NBA","C",74,1606,15.9,0.598,0.058,0.23,9.4,10,9.7,8.8,0.3,4.2,14,18.6,2,0.7,2.7,0.081,-0.6,-1.4,-1.9,0,1385,"CHI",73,20,53,21.6,1.56,4.09,85,14357750,1,"MIL",32,60,14.4,3.5,0.4,3.2,2.1,0.5,10.3,89.7,89.2,19.4,"MIL",49,11,14.4,5.5,15.4,10.9,0.4,1.68,0.58,0.358,1.2,1.5,2.1,0.608,0.707,0.835
"1596","Kevin_Love",80,251,"2017",28,"CLE","NBA","PF",60,1885,21.1,0.573,0.449,0.34,8.9,29.3,19.5,9.8,1.4,0.9,10.9,26.4,4,2.4,6.4,0.163,3.3,-1.2,2.1,1.9,963,"CLE",60,40,20,31.4,2.15,4.1,24,21165675,0,"CLE",29,59,28,7.6,1.3,6.3,4.3,1.9,17.2,82.6,87.2,38.9,"CLE",37,22,28,17.6,52.2,28.2,1.4,1.66,0.42,0.338,1.6,4.5,4.8,0.358,0.629,0.89
"1597","Kevin_Love",80,251,"2018",29,"CLE","NBA","C",59,1651,22.4,0.614,0.453,0.365,7,29.8,18.6,9.8,1.3,1.2,9.6,25.1,4.7,1.6,6.4,0.185,4.5,-1.3,3.3,2.2,964,"CLE",59,37,22,28,1.99,4.27,30,22642350,0,"CLE",30,22,27.2,3.2,0.6,2.5,1.4,1.1,20,80,90.9,72.7,"CLE",7,15,27.2,17,55.4,33.3,1.7,1.9,0.66,0.307,1.4,5.6,3.6,0.323,0.419,0.747
"1598","Kevin_Love",80,251,"2019",30,"CLE","NBA","PF",22,598,19.5,0.561,0.519,0.403,5.9,40,22.2,12.8,0.5,0.7,11.2,27.4,1,0.4,1.3,0.106,3.3,-1.6,1.6,0.6,965,"CLE",22,7,15,27.2,1.93,4.01,30,24119025,0,"CLE",31,56,31.8,3.8,0.4,3.5,2.3,1.4,9.8,90.2,91.4,55,"CLE",16,40,31.8,17.6,61.1,37.4,2,1.93,0.58,0.289,1.4,6.8,3.1,0.628,0.532,0.901
"1610","Kyle_Lowry",72,196,"2017",30,"TOR","NBA","PG",60,2244,22.9,0.623,0.51,0.398,2.4,12,7.2,29.9,2,0.7,13.8,24.9,7.8,2.3,10.1,0.216,5.8,0.4,6.1,4.6,1007,"TOR",59,35,24,37.5,2.49,4.01,86,1.2e+07,0,"TOR",32,78,32.2,1.6,0.3,1.3,1,0.2,18.5,81.5,86.4,15.9,"TOR",57,21,32.2,16.2,76.3,30.9,5.1,3.98,3.34,0.213,0.3,0.1,1.1,0.385,0.571,0.53
"1611","Kyle_Lowry",72,196,"2018",31,"TOR","NBA","PG",78,2510,19.5,0.598,0.631,0.276,3,16.1,9.7,30.9,1.7,0.6,14.7,21.7,7,3.1,10.2,0.194,4.7,0.5,5.2,4.5,1008,"TOR",78,57,21,32.2,2.24,4.21,6,28703704,0,"TOR",33,65,34.1,2.1,0.4,1.7,1.1,0.3,17.8,82.2,77.8,24.4,"TOR",47,18,34.1,14.2,80.6,33.8,5.1,3.82,3.2,0.177,0.6,0.1,1.4,0.2,0.444,0.477
"1612","Kyle_Lowry",72,196,"2019",32,"TOR","NBA","PG",65,2213,16.5,0.562,0.613,0.263,2.1,12.9,7.6,34.8,2,1.2,18.1,19.6,3.6,3,6.6,0.144,1.7,0.6,2.3,2.4,1009,"TOR",65,47,18,34,2.4,3.95,7,31200000,0,"TOR",34,52,36.6,1.9,0.1,1.8,1.4,0.3,8.1,91.9,89.3,16.7,"TOR",35,16,36.6,19.5,84.3,36.1,5.8,4.13,3.43,0.232,0.4,0,0.7,0.273,0,0.368
"1618","Trey_Lyles",81,234,"2017",21,"UTA","NBA","PF",71,1158,9.9,0.464,0.465,0.18,4.9,18.1,11.7,9.5,1.2,1.4,11.9,21.7,-0.9,1.6,0.8,0.031,-2.2,0,-2.2,-0.1,1600,"UTA",71,43,28,16.3,1.14,4.21,288,2340600,0,"DEN",22,73,19.1,3.9,0.5,3.4,1.8,0.7,11.7,88.3,89.9,35.6,"DEN",41,32,19.1,9.9,35.5,20.2,1.2,1.95,0.86,0.279,0.7,1.8,2,0.82,0.541,0.972
"1619","Trey_Lyles",81,234,"2018",22,"DEN","NBA","PF",73,1391,17.9,0.591,0.396,0.26,4.5,23.5,14,10.1,1.1,2,9.1,21.1,2.7,1.2,3.9,0.135,2,-0.7,1.3,1.1,1601,"DEN",73,41,32,19.1,1.31,4.16,276,2441400,0,"DEN",23,64,17.5,3.1,0.2,2.8,1.3,0.4,7.6,92.4,87.8,26.5,"DEN",42,22,17.5,8.5,32.7,19.7,1.1,2.01,0.93,0.261,1,1.6,1.9,0.71,0.524,1.05
"1620","Trey_Lyles",81,234,"2019",23,"DEN","NBA","PF",64,1120,12.7,0.5,0.404,0.234,4.2,19.6,11.9,11.3,1.3,1.8,11.1,23.4,-0.2,1.4,1.2,0.05,-1.8,-0.7,-2.4,-0.1,1602,"DEN",64,42,22,17.5,1.28,4.08,255,3364249,1,"SAS",24,63,20.2,2,0.2,1.8,1.1,0.5,9.4,90.6,94.5,42.5,"SAS",26,36,20.2,6.5,37.4,16.6,1,1.58,0.54,0.173,0.6,0.1,1.4,0.421,0.8,0.682
"1630","Shelvin_Mack",75,203,"2017",26,"UTA","NBA","PG",55,1205,10.9,0.518,0.315,0.202,2,9.8,6,20.4,1.8,0.2,17.8,19.6,-0.1,1.5,1.4,0.054,-2.5,0.2,-2.3,-0.1,1471,"UTA",55,34,21,21.9,1.63,4.47,285,2433334,1,"ORL",28,69,19.8,1.2,0,1.2,0.8,0.1,1.2,98.8,89.8,13.6,"ORL",21,48,19.8,6.9,43.6,17.9,3.6,4.88,4.74,0.157,0.3,0.1,0.3,0.5,0,0.739
"1631","Shelvin_Mack",75,203,"2018",27,"ORL","NBA","PG",69,1365,13.3,0.518,0.336,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,1,1,1.9,0.069,-1.2,-0.2,-1.4,0.2,1472,"ORL",69,21,48,19.8,1.48,4.54,176,6e+06,0,"CHA",29,57,21.9,0.9,0,0.9,0.4,0.1,0,100,72.7,12.1,"CHA",22,35,21.9,7.5,52.5,22.3,4.2,4.79,4.59,0.144,0.7,0.1,0.7,0.357,0.667,0.625
"1646","Ian_Mahinmi",83,262,"2017",30,"WAS","NBA","C",31,555,14.1,0.601,0,0.676,9.6,20.8,15.2,4.7,2.9,3.6,19.1,14,0.5,0.9,1.4,0.123,-3,1.6,-1.4,0.1,619,"WAS",31,19,12,17.9,1.22,4.13,50,15944154,0,"WAS",31,77,14.9,5.7,0.9,4.8,3.2,1.1,16.1,83.9,86.9,28.6,"WAS",42,35,14.9,4.8,21.1,11.2,0.5,1.49,0.33,0.225,2.2,0.3,4,0.396,0.409,0.812
"1647","Ian_Mahinmi",83,262,"2018",31,"WAS","NBA","C",77,1145,12.2,0.601,0.008,0.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,0.8,1.4,2.2,0.093,-4.6,0.2,-4.4,-0.7,620,"WAS",77,42,35,14.9,1.05,4.25,63,16661641,0,"WAS",32,34,14.6,5.5,0.6,4.9,2.9,1,10.8,89.2,88.2,30,"WAS",11,22,14.8,4.2,21.8,11.4,0.6,1.58,0.6,0.193,1.8,0.3,3.7,0.339,0.545,0.754
"1648","Ian_Mahinmi",83,262,"2019",32,"WAS","NBA","C",34,498,12,0.531,0.154,0.587,10.3,17.7,13.9,6.5,2.4,2.7,13.8,12.9,0.5,0.5,1,0.092,-3.5,0.6,-3,-0.1,621,"WAS",33,11,22,14.8,1.11,4.18,73,15944154,0,"WAS",33,38,21.3,3.8,0.5,3.3,2.1,0.8,13,87,89.9,32.6,"WAS",15,23,21.3,7.4,40.7,22.7,1.1,1.56,0.62,0.183,2.8,0.3,5,0.607,0.615,0.728
"1650","Thon_Maker",84,221,"2017",19,"MIL","NBA","C",57,562,14,0.558,0.409,0.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,0.8,0.5,1.3,0.113,-1.1,-0.9,-2,0,1549,"MIL",57,31,26,9.9,0.77,4.67,277,2568600,0,"MIL",21,74,16.7,4.3,0.5,3.9,1.9,0.4,10.6,89.4,86.7,19,"MIL",40,33,16.8,4.8,22.5,11.9,0.5,1.46,0.22,0.215,2,0.2,3,0.26,0.333,0.573
"1651","Thon_Maker",84,221,"2018",20,"MIL","NBA","C",74,1238,10.2,0.499,0.329,0.294,7.1,14.2,10.6,5.2,1.5,3.7,11,14.6,0.3,1.1,1.5,0.056,-3.2,-0.4,-3.5,-0.5,1550,"MIL",73,40,33,16.8,1.27,4.57,264,2684160,0,"DET",22,64,15.2,2.9,0.2,2.6,1.3,0.4,8.2,91.8,83.5,24.7,"DET",44,20,15.2,5,23.7,12.8,0.6,1.51,0.42,0.213,0.7,0.2,1.9,0.565,0,0.726
"1652","Thon_Maker",84,221,"2019",21,"TOT","NBA","C-PF",64,972,11.3,0.53,0.571,0.313,4.5,17.4,11,6.3,1,4.4,9.8,14.8,0.5,1.5,2,0.099,-2.2,1,-1.2,0.2,1551,"DET",64,44,20,15.2,1.19,4.45,276,2799720,0,"DET",23,60,12.9,1.9,0.2,1.8,0.9,0.2,9.4,90.6,86.7,23.3,"DET",20,39,13.1,4.7,21.2,11.3,0.6,1.63,0.43,0.224,1.3,0.3,2.5,0.419,0.5,0.78
"1658","Jarell_Martin",82,239,"2017",22,"MEM","NBA","PF",42,558,8.7,0.477,0.166,0.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,-0.2,0.8,0.6,0.054,-5.3,-0.6,-5.8,-0.5,721,"MEM",42,23,19,13.3,1,4.52,373,1286160,0,"MEM",24,73,22.7,4,0.4,3.5,1.9,0.6,11,89,88.6,28.5,"MEM",21,52,22.7,7.7,35.9,19.6,1.2,1.99,0.77,0.215,1.5,0.6,2.6,0.351,0.5,0.771
"1659","Jarell_Martin",82,239,"2018",23,"MEM","NBA","PF",73,1661,10.5,0.516,0.198,0.234,6.6,15.8,11.1,7,1.2,2.8,13.6,17.1,0.1,1.2,1.3,0.038,-3.3,-0.7,-4,-0.8,722,"MEM",73,21,52,22.8,1.72,4.56,364,1471382,0,"ORL",25,42,7.8,1.1,0.2,0.9,0.5,0.2,20.8,79.2,81.5,33.3,"ORL",19,22,7.9,2.8,14.3,6,0.4,1.77,0.59,0.196,0.3,0.2,0.6,0.154,0.714,0.609
"1662","Frank_Mason",71,190,"2018",23,"SAC","NBA","PG",52,984,13,0.48,0.226,0.303,3.3,12.1,7.5,22.7,1.7,1,13.1,22.6,0,0.6,0.5,0.027,-1.3,-1,-2.3,-0.1,539,"SAC",52,17,35,18.9,1.3,4.16,430,1184385,0,"SAC",25,38,11.5,0.1,0,0.1,0.1,0,20,80,75,25,"SAC",16,22,11.5,5.1,26.2,9.5,2.1,4.79,4.61,0.196,0.2,0,0.5,0.556,0,1.263
"1663","Frank_Mason",71,190,"2019",24,"SAC","NBA","PG",38,435,12.4,0.502,0.379,0.337,1.4,9,5.1,26.3,1.7,0.8,15.6,21.8,0,0.3,0.3,0.033,-1.9,-1.3,-3.1,-0.1,540,"SAC",38,16,22,11.5,0.85,4.16,418,1378242,0,"MIL",26,6,8.8,0,0,0,0,0,0,0,0,0,"MIL",5,1,8.8,2.3,18,8,1.5,4.93,4.65,0.13,0.2,0,0.3,0,0,0
"1675","Wesley_Matthews",76,220,"2017",30,"DAL","NBA","SG",73,2495,11.9,0.533,0.566,0.211,0.8,11.8,6,13.6,1.6,0.5,9.9,19.4,1,2.1,3.1,0.06,-0.8,0,-0.8,0.8,1672,"DAL",72,28,44,34.1,2.33,4.1,40,17100000,0,"DAL",31,63,33.8,3,0.1,2.9,1.5,0.2,4.8,95.2,86.1,10.2,"DAL",20,43,33.8,12.7,46.8,34.5,1.8,2.28,1.41,0.272,1.4,2.5,1.2,0.124,0.346,0.513
"1676","Wesley_Matthews",76,220,"2018",31,"DAL","NBA","SF",63,2131,11.4,0.541,0.577,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1,1.6,2.6,0.059,-1,0.1,-0.9,0.6,1673,"DAL",63,20,43,33.8,2.36,4.2,53,17884176,0,"IND",32,69,30.3,1.8,0.1,1.8,1,0.2,3.2,96.8,81.5,13.6,"IND",27,42,30.3,12.2,36.1,27.4,1.3,2.15,1.31,0.337,0.9,2.7,1.2,0.475,0.478,0.568
"1677","Wesley_Matthews",76,220,"2019",32,"TOT","NBA","SF-SG",69,2091,10.3,0.546,0.577,0.234,1.7,7.1,4.4,11.1,1.3,0.7,10.6,17.8,1.1,1.5,2.7,0.062,-1.4,-0.5,-1.8,0.1,1674,"IND",69,27,42,30.3,2.24,4.14,55,18622514,1,"MIL",33,62,24.7,1.5,0.1,1.4,0.9,0.2,7.6,92.4,88.1,22.4,"MIL",49,12,24.8,7.6,23.1,15.1,0.8,1.97,1.21,0.33,0.4,0.1,0.9,0.783,0.667,0.836
"1681","James_Michael McAdoo",81,230,"2017",24,"GSW","NBA","PF",52,457,13.1,0.543,0.068,0.359,8.7,12.9,10.9,5.2,1.9,5,12.3,14.6,0.3,0.8,1.1,0.117,-2.7,0.9,-1.8,0,709,"GSW",52,43,9,8.8,0.66,4.5,421,980431,1,"PHI",25,3,6,1.3,0.3,1,0.7,0,25,75,100,0,"PHI",1,2,6,2.7,9.7,6,0.2,0.99,0.17,0.276,0,0,0.3,0,0,2
"1684","Patrick_McCaw",79,185,"2017",21,"GSW","NBA","SG",71,1074,8.6,0.54,0.502,0.151,2.3,7.6,5.1,9,1.4,1.1,12.1,11.9,0.5,1.2,1.7,0.077,-2.4,0.1,-2.4,-0.1,1304,"GSW",71,57,14,15.1,1.09,4.32,477,543471,0,"GSW",22,57,16.9,1,0,1,0.7,0.2,1.8,98.2,84.4,20,"GSW",41,16,16.9,4,26.2,14.5,1.2,2.82,2.03,0.153,0.3,0,0.9,0.889,0,0.717
"1685","Patrick_McCaw",79,185,"2018",22,"GSW","NBA","SG",57,961,7.4,0.477,0.356,0.151,2,7.2,4.8,10.6,2.2,0.8,14.6,12.8,-0.3,0.8,0.6,0.029,-4.3,0.1,-4.1,-0.5,1305,"GSW",57,41,16,16.9,1.24,4.42,405,1312611,1,"TOR",23,29,13.7,0.9,0,0.9,0.6,0.1,0,100,90,20,"TOR",17,12,13.7,2.6,16.2,9.3,0.6,2.14,1.38,0.157,0.1,0,0.4,0.667,0,0.364
"1693","CJ_McCollum",75,197,"2019",27,"POR","NBA","SG",70,2375,17,0.553,0.358,0.154,2.9,9.7,6.3,13.8,1.1,0.9,7.4,25.5,4,1.7,5.6,0.114,2.1,-1,1,1.8,251,"POR",70,43,27,33.9,2.67,4.42,19,25759766,0,"POR",28,62,36,0.6,0,0.5,0.3,0.1,2.9,97.1,78.3,26.1,"POR",27,34,35.9,22.7,64.5,26.3,5.1,4.72,4.18,0.351,0.3,0,0.9,0.857,0,0.673
"1696","TJ_McConnell",73,190,"2017",24,"PHI","NBA","PG",81,2133,13.7,0.504,0.107,0.176,2,11,6.5,37.5,3.1,0.4,22.4,14.4,1.4,2.4,3.8,0.084,-2,1,-1,0.5,1506,"PHI",81,27,54,26.3,2.08,4.75,438,874636,1,"PHI",26,76,22.5,0.2,0,0.2,0.1,0,7.1,92.9,100,50,"PHI",50,25,22.4,6.2,53.2,21.5,3.6,4.04,3.74,0.117,0.3,0.1,0.7,0.667,0,0.453
"1697","TJ_McConnell",73,190,"2018",25,"PHI","NBA","PG",76,1706,12.5,0.545,0.147,0.093,2.4,11.5,7.1,24.5,2.6,0.6,20.4,13.8,1.3,2.5,3.8,0.108,-1.9,1.9,0,0.9,1507,"PHI",75,50,25,22.4,1.79,4.78,375,1471382,0,"PHI",27,76,19.3,0.4,0,0.4,0.3,0.1,0,100,95.7,17.4,"PHI",46,29,19.3,6.4,45.8,14.3,3.6,4.71,4.49,0.14,0.3,0,0.7,0.5,0,0.63
"1698","TJ_McConnell",73,190,"2019",26,"PHI","NBA","PG",76,1470,13.4,0.555,0.1,0.088,2.1,10.2,6.3,24.7,2.5,0.9,17.3,15,1.2,1.7,2.9,0.094,-1.8,0.9,-0.9,0.4,1508,"PHI",75,46,29,19.4,1.62,4.7,382,1600520,1,"IND",28,63,18.9,0.3,0,0.3,0.2,0.1,0,100,86.7,26.7,"IND",38,25,18.9,6.5,46.1,13.3,4.1,5.35,5.35,0.141,0.5,0.1,0.6,0.387,0,0.308
"1702","Chris_McCullough",83,200,"2017",21,"TOT","NBA","PF",16,80,15.2,0.526,0.219,0.156,12.1,13.3,12.7,4.4,1.2,1.9,8.1,19.9,0.1,0.1,0.1,0.072,-1.2,-2.4,-3.6,0,241,"WAS",16,1,15,5,0.38,4.47,385,1191480,0,"WAS",23,19,4.7,0.4,0,0.4,0.2,0.1,0,100,100,25,"WAS",11,8,4.7,2.4,9.5,4.5,0.2,1.49,0.58,0.256,0.5,0.1,1,0.222,0,0.737
"1710","Doug_McDermott",79,225,"2017",25,"TOT","NBA","SF",66,1508,10.7,0.554,0.419,0.169,1.4,11.5,6.4,5.9,0.4,0.3,6.6,16.4,1.6,1,2.6,0.083,-0.9,-1.4,-2.3,-0.1,454,"OKC",66,35,31,22.8,1.72,4.54,282,2483040,0,"DAL",26,81,21.8,1.6,0.2,1.5,0.9,0.2,10.5,89.5,85.9,21.2,"DAL",29,51,21.7,7.7,26.3,21.3,0.7,1.5,0.45,0.294,0.7,0.1,1.8,0.5,0.364,1.055
"1711","Doug_McDermott",79,225,"2018",26,"TOT","NBA","SF",81,1768,10.4,0.579,0.425,0.159,2.5,10.2,6.3,6.5,0.5,0.8,9.3,15,1.7,0.6,2.3,0.063,-1,-1.3,-2.2,-0.1,455,"DAL",80,29,51,21.7,1.7,4.72,239,3294994,1,"IND",27,77,17.4,1.2,0,1.2,0.7,0.1,1.1,98.9,82,18,"IND",43,34,17.4,7.3,19.8,16.9,0.4,1.3,0.47,0.37,0.5,0,0.8,0.878,2.5,1.311
"1712","Doug_McDermott",79,225,"2019",27,"IND","NBA","SF",77,1340,11.6,0.617,0.488,0.187,1.4,7.5,4.5,7.1,0.7,0.5,8.4,16.3,1.8,1.1,2.9,0.103,-0.5,-0.9,-1.4,0.2,456,"IND",77,43,34,17.4,1.42,4.56,168,7333334,0,"IND",28,62,20,1.2,0.1,1.2,0.7,0.2,3.9,96.1,80.4,23.5,"IND",37,25,20,10.4,24,19.5,0.5,1.33,0.51,0.432,0.4,0,1,1.182,0,1.238
"1714","Rodney_McGruder",76,200,"2017",25,"MIA","NBA","SG",78,1966,9.1,0.506,0.478,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,2.9,0.072,-1.8,-0.1,-1.9,0,1393,"MIA",78,40,38,25.2,1.94,4.63,471,543471,0,"MIA",26,18,16.6,1,0.2,0.8,0.4,0.1,22.2,77.8,80,20,"MIA",11,7,16.6,5.1,19.4,13.7,0.6,1.91,1.11,0.261,0.5,0,1.4,0.444,0,0.885
"1715","Rodney_McGruder",76,200,"2018",26,"MIA","NBA","SG",18,299,12,0.595,0.479,0.11,4.1,7.9,6,8.4,1.3,0.9,5,12.1,0.5,0.3,0.8,0.125,-1,-0.4,-1.4,0.1,1394,"MIA",18,11,7,16.6,1.28,4.62,413,1312611,0,"LAC",27,66,23.5,1.3,0.1,1.1,0.6,0.1,9.6,90.4,78,20,"LAC",31,35,23.5,7.6,31.9,19.8,1.3,2.39,1.79,0.239,0.6,0,1.4,0.25,0,0.62
"1716","Rodney_McGruder",76,200,"2019",27,"MIA","NBA","SG",66,1550,9.4,0.51,0.488,0.156,4.1,12.2,8.2,10.3,1.1,0.7,11.5,15.4,0.4,1.6,1.9,0.059,-2.2,-0.1,-2.3,-0.1,1395,"LAC",66,31,35,23.5,1.92,4.57,398,1544951,1,"LAC",28,50,15,0.6,0.1,0.6,0.4,0.2,9.7,90.3,91.3,39.1,"LAC",33,17,15,3.2,14,7.5,0.5,2.05,1.35,0.227,0.2,0,0.7,0.545,0,0.559
"1718","Alfonzo_McKinnie",79,215,"2018",25,"TOR","NBA","SF",14,53,10.1,0.643,0.6,0.2,2.2,12.4,7.4,2.7,0.9,1.5,15.5,16,0,0.1,0.1,0.084,-2.6,-0.4,-3,0,40,"TOR",14,13,1,3.8,0.3,4.73,459,815615,0,"GSW",26,72,13.9,0.8,0.1,0.8,0.5,0.1,8.2,91.8,97.1,14.7,"GSW",53,19,13.9,4.7,17.9,10.4,0.5,1.62,0.64,0.261,0.3,0.1,1.8,0.955,0.5,0.921
"1719","Alfonzo_McKinnie",79,215,"2019",26,"GSW","NBA","SF",72,1003,11.2,0.569,0.429,0.175,9,16.9,13.1,4,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-2.2,-1.3,-3.5,-0.4,41,"GSW",72,53,19,13.9,1.15,4.68,446,1349383,1,"CLE",27,40,14.8,0.5,0.1,0.4,0.3,0.1,10.5,89.5,85.7,21.4,"CLE",11,29,14.8,4.6,17.2,9.3,0.5,1.77,0.91,0.265,0.3,0.1,1.5,0.9,0,0.897
"1720","Alfonzo_McKinnie",79,215,"2019",26,"GSW","NBA","SF",72,1003,11.2,0.569,0.429,0.175,9,16.9,13.1,4,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-2.2,-1.3,-3.5,-0.4,42,"GSW",72,53,19,13.9,1.15,4.68,383,1349383,1,"CLE",27,40,14.8,0.5,0.1,0.4,0.3,0.1,10.5,89.5,85.7,21.4,"CLE",11,29,14.8,4.6,17.2,9.3,0.5,1.77,0.91,0.265,0.3,0.1,1.5,0.9,0,0.897
"1728","Ben_McLemore",75,195,"2017",23,"SAC","NBA","SG",61,1176,9.8,0.538,0.406,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.5,-1.7,-4.2,-0.6,122,"SAC",61,27,34,19.3,1.44,4.5,216,4008882,1,"MEM",25,56,19.5,1.3,0.2,1.1,0.7,0.2,13.7,86.3,83,23.4,"MEM",7,49,19.5,7.5,27.9,19,0.9,1.91,1.13,0.27,0.9,0,1.4,0.48,0,0.775
"1729","Ben_McLemore",75,195,"2018",24,"MEM","NBA","SG",56,1091,9.7,0.526,0.426,0.172,3.5,11.4,7.4,7.5,1.8,1.3,13.2,19,-0.2,0.7,0.5,0.023,-2.9,-1,-3.9,-0.5,123,"MEM",56,7,49,19.5,1.49,4.64,193,5200000,0,"SAC",26,19,8.3,0.4,0.1,0.4,0.1,0.1,12.5,87.5,100,50,"SAC",7,12,8.3,3.9,12.1,7,0.3,1.62,0.7,0.328,0.2,0,0.5,0.667,0,0.4
"1730","Ben_McLemore",75,195,"2019",25,"SAC","NBA","SG",19,158,10.5,0.541,0.641,0.188,1.9,9.4,5.5,3.4,1.8,1.6,6.7,19.4,0.1,0.1,0.2,0.055,-2.1,-1.4,-3.5,-0.1,124,"SAC",19,7,12,8.3,0.71,4.74,199,5460000,1,"HOU",27,63,22.8,0.9,0,0.9,0.6,0.1,1.8,98.2,82.2,13.3,"HOU",40,23,22.8,9.8,26.5,15.8,0.6,1.36,0.53,0.371,0.4,0,0.7,1.074,0,1.136
"1743","Jodie_Meeks",76,210,"2017",29,"ORL","NBA","SG",36,738,13.1,0.567,0.535,0.289,0.7,10.9,5.7,9.3,2.3,0.4,11.1,19.4,0.5,0.6,1.1,0.073,-1.3,-0.4,-1.8,0.1,795,"ORL",36,14,22,20.5,1.49,4.38,152,6540000,1,"WAS",30,77,14.5,0.6,0,0.6,0.4,0,2.3,97.7,90.3,9.7,"WAS",41,36,14.5,6.3,19.3,14.9,0.6,1.82,1.3,0.327,0.3,0,0.2,0.385,0,1.059
"1744","Jodie_Meeks",76,210,"2018",30,"WAS","NBA","SG",77,1119,12.4,0.548,0.534,0.298,1.5,11.2,6.4,9.1,1.3,0.3,7.7,19,1.3,0.8,2,0.087,-0.3,-0.8,-1.1,0.3,796,"WAS",77,41,36,14.5,1.05,4.42,240,3290000,0,"TOR",31,8,13,0.3,0,0.3,0.1,0,0,100,100,0,"TOR",7,1,13,6.4,14.5,11.5,0.4,1.5,1.04,0.44,0.8,0,0.5,0.667,0,0.5
"1748","Chimezie_Metu",81,225,"2019",21,"SAS","NBA","PF",29,145,6.4,0.389,0.034,0.293,6.8,20.1,13.5,12,2,1.2,18.6,24.4,-0.5,0.2,-0.3,-0.099,-7.3,-1.4,-8.7,-0.2,234,"SAS",29,14,15,5,0.38,4.25,466,838464,1,"SAS",23,16,4.5,0.4,0,0.4,0.2,0.1,0,100,75,25,"SAS",7,9,4.5,2.9,8.3,5.1,0.3,1.89,0.75,0.348,0.8,0.3,1.4,0.538,1,0.818
