"","x","name","season","team.x","gp.x","w.x","l.x","min.x","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year","team.y","gp.y","w.y","l.y","min.y","pts","touches","front_ct_touches","time_of_poss","avg_sec_per_touch","avg_drib_per_touch","pts_per_touch","elbow_touches","post_ups","paint_touches","pts_per_elbow_touch","pts_per_post_touch","pts_per_paint_touch"
"1471",1471,"Shelvin_Mack","2017","UTA",55,34,21,21.9,8600.2,1.63,0.9,0.73,4.47,4.75,4.18,285,2433334,0,1,"ORL",69,21,48,19.8,6.9,43.6,17.9,3.6,4.88,4.74,0.157,0.3,0.1,0.3,0.5,0,0.739
"1472",1472,"Shelvin_Mack","2018","ORL",69,21,48,19.8,7806.5,1.48,0.8,0.68,4.54,4.92,4.16,176,6e+06,6e+06,0,"CHA",57,22,35,21.9,7.5,52.5,22.3,4.2,4.79,4.59,0.144,0.7,0.1,0.7,0.357,0.667,0.625
"1475",1475,"Sindarius_Thornwell","2018","LAC",73,36,37,15.8,6342.3,1.2,0.6,0.6,4.55,4.75,4.37,448,815615,1378242,0,"LAC",64,37,27,4.9,1,5,3,0.2,2.04,1.45,0.193,0.1,0,0.2,0.667,0,0.769
"1477",1477,"Skal_Labissiere","2017","SAC",33,9,24,18.5,6970.6,1.32,0.7,0.62,4.28,4.54,4.02,387,1188840,1242240,0,"SAC",60,19,41,20.7,8.7,33.9,21.1,1,1.84,0.52,0.258,4,3.8,4.2,0.315,0.408,0.693
"1478",1478,"Skal_Labissiere","2018","SAC",60,19,41,20.7,7967.5,1.51,0.8,0.71,4.42,4.65,4.19,398,1312611,1544951,0,"POR",22,12,10,8,3,11.3,5.5,0.4,1.93,0.58,0.27,0.4,1,1.3,0.667,0.5,0.929
"1479",1479,"Skal_Labissiere","2019","POR",22,12,10,8,3303.6,0.63,0.34,0.29,4.31,4.51,4.1,389,1544951,2338847,0,"ATL",33,14,19,17.2,5.8,22.4,13.5,0.6,1.63,0.37,0.257,2.2,0.9,4.2,0.554,0.2,0.755
"1480",1480,"Solomon_Hill","2017","NOP",80,34,46,29.7,10890.6,2.06,1.05,1.01,4.18,4.46,3.91,93,11241218,11747073,0,"NOP",12,8,4,15.6,2.4,20.6,10.3,0.8,2.21,1.45,0.117,0.5,0.1,1.3,0,0,0.313
"1481",1481,"Solomon_Hill","2018","NOP",12,8,4,15.6,5877.7,1.11,0.6,0.52,4.31,4.79,3.86,97,12236535,12752928,0,"NOP",44,14,30,20,4.3,27.8,14.9,0.9,2.01,1.17,0.156,0.5,0.2,1.6,0.65,0,0.667
"1482",1482,"Solomon_Hill","2019","NOP",44,14,30,20,8029.6,1.52,0.81,0.71,4.28,4.66,3.91,108,12252928,13258781,0,"MIA",54,28,26,18.4,5.4,27.9,16.5,0.8,1.75,0.83,0.192,0.6,0.3,0.7,0.4,0.143,0.611
"1484",1484,"Spencer_Dinwiddie","2018","BKN",78,27,51,28.9,10504.7,1.99,1.12,0.87,4.13,4.51,3.72,352,1524305,1656092,0,"BKN",68,36,32,28.1,16.8,58.5,25.4,5.1,5.2,4.65,0.287,0.3,0,0.3,0.696,0,0.667
"1485",1485,"Spencer_Dinwiddie","2019","BKN",68,36,32,28.1,10896.8,2.06,1.18,0.89,4.06,4.54,3.56,367,1656092,0,1,"BKN",64,30,34,31.2,20.6,70.8,23.2,6.8,5.75,5.15,0.291,0.4,0.2,0.6,0.704,0.364,0.694
"1488",1488,"Stanley_Johnson","2017","DET",77,35,42,17.8,6861.4,1.3,0.69,0.61,4.39,4.64,4.14,260,2969880,3097800,0,"DET",69,33,36,27.4,8.7,28.4,20.6,1.4,2.94,2.07,0.305,0.3,0.4,0.8,0.45,0.4,0.769
"1489",1489,"Stanley_Johnson","2018","DET",69,33,36,27.4,10304.9,1.95,1.01,0.94,4.29,4.43,4.15,248,3097800,3940402,0,"NOP",66,28,38,18.3,6.9,34.5,18.3,1.5,2.56,1.72,0.199,0.3,0.2,0.6,0.545,0.429,0.439
"1490",1490,"Stanley_Johnson","2019","NOP",66,28,38,18.3,7412.1,1.4,0.77,0.63,4.27,4.55,3.98,236,3940402,0,1,"TOR",20,15,5,4.8,1.2,8.5,3.8,0.4,3.14,2.09,0.135,0.1,0.1,0.1,0,0,1
"1493",1493,"Stephen_Curry","2017","GSW",79,65,14,33.4,13086.4,2.48,1.32,1.16,4.46,5.13,3.88,82,12112359,0,1,"GSW",51,41,10,32,26.4,77.1,31.1,5.1,3.96,3.7,0.342,1.1,0.2,1.6,0.945,0.667,0.901
"1494",1494,"Stephen_Curry","2018","GSW",51,41,10,32,12764.6,2.42,1.28,1.13,4.55,5.24,3.96,1,34682550,37457154,0,"GSW",69,52,17,33.8,27.3,76.8,32.3,4.8,3.73,3.45,0.355,1,0.3,1.4,0.845,0.889,0.853
"1495",1495,"Stephen_Curry","2019","GSW",69,52,17,33.8,13479.7,2.55,1.38,1.18,4.34,5.01,3.74,1,37457154,40231758,0,"GSW",5,1,4,27.9,20.8,75.8,32.2,4.5,3.55,3.19,0.274,1.4,0,1.8,0.857,0,0.667
"1498",1498,"Sterling_Brown","2018","MIL",54,26,28,14.4,5505.6,1.04,0.52,0.53,4.42,4.46,4.38,445,815615,1378242,0,"MIL",58,45,13,17.8,6.4,22.8,14.1,0.9,2.48,1.68,0.281,0.2,0.1,0.9,0.727,1,0.741
"1499",1499,"Sterling_Brown","2019","MIL",58,45,13,17.8,7473.4,1.42,0.72,0.69,4.43,4.57,4.3,424,1378242,1618520,0,"MIL",45,36,9,14.8,5,22.1,10.8,1.1,2.98,2.3,0.224,0.3,0.1,0.7,0.417,0,0.788
"1502",1502,"Steven_Adams","2017","OKC",80,47,33,29.9,10721.5,2.03,1.03,1,4.08,4.33,3.86,251,3140517,22471910,0,"OKC",75,43,32,32.8,13.9,40,26,0.9,1.41,0.34,0.348,5,2,13,0.614,0.682,0.812
"1503",1503,"Steven_Adams","2018","OKC",75,43,32,32.8,11779.2,2.23,1.1,1.13,4.09,4.22,3.98,33,22471910,24157303,0,"OKC",79,46,33,33.3,13.8,45,25.2,1.3,1.69,0.52,0.307,5.1,5,12.6,0.515,0.595,0.762
"1504",1504,"Steven_Adams","2019","OKC",79,46,33,33.3,12785.5,2.42,1.19,1.23,4.09,4.34,3.88,28,24157304,25842697,0,"OKC",58,37,21,27,10.9,55.6,29.1,1.7,1.81,0.4,0.196,5.9,3.7,10.5,0.449,0.567,0.73
"1506",1506,"TJ_McConnell","2017","PHI",81,27,54,26.3,10988.3,2.08,1.18,0.9,4.75,5.35,4.14,438,874636,0,1,"PHI",75,50,25,22.4,6.2,53.2,21.5,3.6,4.04,3.74,0.117,0.3,0.1,0.7,0.667,0,0.453
"1507",1507,"TJ_McConnell","2018","PHI",75,50,25,22.4,9434.6,1.79,0.97,0.82,4.78,5.24,4.32,375,1471382,1600520,0,"PHI",75,46,29,19.3,6.4,45.8,14.3,3.6,4.71,4.49,0.14,0.3,0,0.7,0.5,0,0.63
"1508",1508,"TJ_McConnell","2019","PHI",75,46,29,19.4,8567.4,1.62,0.88,0.74,4.7,5.09,4.31,382,1600520,0,1,"IND",63,38,25,18.9,6.5,46.1,13.3,4.1,5.35,5.35,0.141,0.5,0.1,0.6,0.387,0,0.308
"1510",1510,"TJ_Warren","2017","PHX",64,19,45,31.2,12013.3,2.28,1.17,1.11,4.39,4.63,4.16,301,2128920,3152931,0,"PHX",65,18,47,33,19.6,45.1,34.3,1.7,2.31,1.46,0.434,3.2,1.8,4.6,0.74,0.686,1.054
"1511",1511,"TJ_Warren","2018","PHX",65,18,47,33,12893.7,2.44,1.28,1.16,4.46,4.72,4.21,247,3152931,0,1,"PHX",43,10,33,31.6,18,61.5,35.8,2.1,2.08,1.06,0.292,1.1,0.7,1.5,0.745,0.31,1.138
"1512",1512,"TJ_Warren","2019","PHX",43,10,33,31.6,12420.9,2.35,1.26,1.09,4.18,4.44,3.91,115,11750000,10810000,0,"IND",61,38,23,32.5,18.7,42.8,32.4,1.7,2.45,1.47,0.437,1.1,0.6,2.4,0.929,0.486,1.231
"1514",1514,"Taj_Gibson","2017","OKC",78,41,37,25.5,9280.5,1.76,0.95,0.81,4.16,4.42,3.88,119,8950000,0,1,"MIN",82,47,35,33.2,12.2,49.8,27.2,1.2,1.48,0.56,0.245,3.8,2.7,7.1,0.519,0.628,0.91
"1515",1515,"Taj_Gibson","2018","MIN",82,47,35,33.3,12295.1,2.33,1.25,1.08,4.21,4.36,4.05,82,1.4e+07,1.4e+07,0,"MIN",70,32,38,24.1,10.8,39.4,21.5,1.1,1.61,0.7,0.273,3.1,3,6.2,0.558,0.603,0.966
"1516",1516,"Taj_Gibson","2019","MIN",70,32,38,24.1,9541.5,1.81,0.96,0.85,4.2,4.42,3.97,88,1.4e+07,0,1,"NYK",62,21,41,16.5,6.1,26.7,15.1,0.7,1.51,0.56,0.229,2.2,0.9,3.9,0.511,0.782,0.959
"1519",1519,"Tarik_Black","2017","LAL",67,24,43,16.3,6238.1,1.18,0.63,0.55,4.37,4.77,3.99,160,6191000,6655325,0,"HOU",51,40,11,10.5,3.5,18.6,9.3,0.5,1.71,0.37,0.19,1.1,0.2,2.8,0.732,0.333,0.785
"1523",1523,"Terrance_Ferguson","2018","OKC",59,37,22,12.6,4782.4,0.91,0.44,0.47,4.32,4.29,4.35,324,1785000,2118840,0,"OKC",73,43,30,26.1,6.9,16.7,13.4,0.4,1.55,0.75,0.413,0.3,0,0.9,0.522,0,0.968
"1524",1524,"Terrance_Ferguson","2019","OKC",73,43,30,26.1,10548.1,2,0.97,1.03,4.33,4.55,4.14,332,2118840,2475840,0,"OKC",50,30,20,23.4,4.2,14.9,12.8,0.3,1.26,0.5,0.28,0.2,0,0.7,0.556,0,0.556
"1527",1527,"Terrence_Ross","2017","ORL",77,38,39,25.1,9548.2,1.81,0.96,0.85,4.33,4.72,3.97,108,1e+07,10500000,0,"ORL",24,10,14,25,8.7,29.8,21.1,1.1,2.22,1.44,0.292,0.5,0.1,0.4,0.308,0,1.1
"1528",1528,"Terrence_Ross","2018","ORL",24,10,14,25,9966.4,1.89,0.97,0.92,4.55,4.89,4.25,115,10500000,10500000,0,"ORL",79,40,39,26.6,15.1,33.3,24.7,1.4,2.44,1.41,0.455,0.8,0,0.5,1.016,0.5,0.923
"1529",1529,"Terrence_Ross","2019","ORL",79,40,39,26.6,10833.2,2.05,1.14,0.91,4.31,4.73,3.88,128,10500000,0,1,"ORL",63,29,34,27.3,14.8,29.3,22.4,1.1,2.31,1.29,0.503,0.8,0,0.4,0.868,0,0.852
"1531",1531,"Terry_Rozier","2017","BOS",74,47,27,17.1,6770.1,1.28,0.7,0.59,4.51,4.87,4.15,314,1906440,1988520,0,"BOS",77,51,26,26,11.5,58.2,24.8,4.1,4.18,3.68,0.197,0.5,0,0.9,0.333,2,0.423
"1532",1532,"Terry_Rozier","2018","BOS",77,51,26,26,10344,1.96,1.08,0.88,4.53,4.88,4.17,314,1988520,3050390,0,"BOS",79,47,32,22.7,9,51.9,19.7,3.7,4.22,3.73,0.173,0.3,0,0.5,0.5,0,0.619
"1533",1533,"Terry_Rozier","2019","BOS",79,47,32,22.7,9386.4,1.78,0.95,0.82,4.41,4.74,4.08,267,3050390,0,1,"CHA",62,21,41,34.3,18.1,69.9,37,4.9,4.21,3.64,0.259,0.4,0,0.8,0.444,0,0.82
"1535",1535,"Thabo_Sefolosha","2017","ATL",62,32,30,25.7,9819.4,1.86,0.99,0.87,4.35,4.68,4.04,227,3850000,0,1,"UTA",38,16,22,21.2,8.2,34.2,20.9,1.1,1.97,1.04,0.24,1.1,0.1,1.6,0.775,0,0.814
"1536",1536,"Thabo_Sefolosha","2018","UTA",38,16,22,21.2,8133.7,1.54,0.85,0.7,4.38,4.74,4.01,191,5250000,5250000,0,"UTA",49,28,21,12.2,3.9,18.4,9.1,0.6,1.9,1.01,0.211,0.2,0.1,0.4,1.111,1.5,0.909
"1537",1537,"Thabo_Sefolosha","2019","UTA",49,28,21,12.2,4976.6,0.94,0.52,0.42,4.38,4.87,3.9,209,5250000,0,1,"HOU",41,27,14,10.6,2.2,12.8,5.7,0.3,1.64,0.67,0.176,0.3,0,0.7,0.455,0,0.7
"1539",1539,"Thaddeus_Young","2017","IND",73,40,33,30.3,11449.5,2.17,1.13,1.04,4.31,4.57,4.05,63,14153652,14796348,0,"IND",81,48,33,32.2,11.8,48.7,26.4,1.4,1.7,0.7,0.242,2,3.4,4.9,0.5,0.505,0.88
"1540",1540,"Thaddeus_Young","2018","IND",81,48,33,32.2,12305.5,2.33,1.2,1.13,4.36,4.56,4.16,76,14796348,13764045,0,"IND",81,47,34,30.7,12.6,50.3,27.4,1.5,1.81,0.74,0.251,2.4,5.1,5.2,0.58,0.442,0.882
"1541",1541,"Thaddeus_Young","2019","IND",81,47,34,30.7,12136.5,2.3,1.21,1.09,4.2,4.43,3.98,90,13764045,0,1,"CHI",64,22,42,24.9,10.3,44.2,23.9,1.4,1.88,0.97,0.233,1.5,1.5,2.5,0.495,0.532,0.822
"1545",1545,"Thomas_Bryant","2018","LAL",15,7,8,4.8,1890.1,0.36,0.19,0.16,4.5,5,3.86,454,815615,1378242,0,"WAS",71,28,43,20.9,10.5,35.4,19.2,0.9,1.49,0.37,0.298,2.8,0.6,5.1,0.637,0.525,1.113
"1546",1546,"Thomas_Bryant","2019","WAS",71,28,43,20.9,8239.6,1.56,0.83,0.73,4.22,4.53,3.92,417,1378242,0,1,"WAS",38,14,24,23.7,12.1,45.1,26.1,1.1,1.52,0.44,0.269,3.6,0.9,6,0.725,0.417,1.07
"1549",1549,"Thon_Maker","2017","MIL",57,31,26,9.9,4041.9,0.77,0.39,0.37,4.67,4.9,4.46,277,2568600,2684160,0,"MIL",73,40,33,16.8,4.8,22.5,11.9,0.5,1.46,0.22,0.215,2,0.2,3,0.26,0.333,0.573
"1550",1550,"Thon_Maker","2018","MIL",73,40,33,16.8,6711.6,1.27,0.63,0.65,4.57,4.65,4.49,264,2684160,2799720,0,"DET",64,44,20,15.2,5,23.7,12.8,0.6,1.51,0.42,0.213,0.7,0.2,1.9,0.565,0,0.726
"1551",1551,"Thon_Maker","2019","DET",64,44,20,15.2,6291.3,1.19,0.63,0.56,4.45,4.76,4.15,276,2799720,3569643,0,"DET",59,20,39,13.1,4.7,21.2,11.3,0.6,1.63,0.43,0.224,1.3,0.3,2.5,0.419,0.5,0.78
"1554",1554,"Tim_Frazier","2017","NOP",65,26,39,23.5,8927,1.69,0.9,0.79,4.33,4.73,3.95,306,2090000,2e+06,0,"WAS",59,31,28,14.2,3,32.7,10,2.7,4.94,4.64,0.091,0.2,0,0.4,0.182,0,0.217
"1555",1555,"Tim_Frazier","2018","WAS",59,31,28,14.2,5456.3,1.03,0.54,0.49,4.42,4.66,4.17,312,2e+06,0,1,"MIL",59,27,32,19,5.3,44.8,17.1,3.1,4.11,3.65,0.117,0.4,0,1,0.391,0,0.633
"1556",1556,"Tim_Frazier","2019","MIL",59,27,32,19,7825.8,1.48,0.8,0.68,4.37,4.77,3.98,388,1567007,0,1,"DET",26,9,17,13.6,3.7,34.9,10.8,3.3,5.62,5.17,0.105,0.3,0,0.6,0.222,0,0.625
"1558",1558,"Tim_Quarterman","2017","POR",16,6,10,5,1972.9,0.37,0.2,0.17,4.5,4.76,4.23,464,543471,905249,0,"HOU",3,2,1,4.2,1.3,8.7,3,0.7,4.77,4.12,0.154,0,0,0,0,0,0
"1560",1560,"Timofey_Mozgov","2017","LAL",54,16,38,20.4,7965.5,1.51,0.82,0.69,4.44,4.72,4.14,49,1.6e+07,15280000,0,"BKN",29,11,18,11.9,4.4,18.4,12.2,0.4,1.41,0.38,0.241,1.3,1.2,3.1,0.432,0.389,0.733
"1562",1562,"Timothe_LuwawuCabarrot","2017","PHI",69,23,46,17.3,7230.5,1.37,0.75,0.62,4.78,5.33,4.24,368,1326960,1386600,0,"PHI",51,29,22,15.6,5.7,20.2,16.2,0.6,1.69,0.94,0.284,0.2,0,0.9,1.111,0,0.844
"1563",1563,"Timothe_LuwawuCabarrot","2018","PHI",51,29,22,15.6,6617.5,1.25,0.69,0.57,4.83,5.37,4.3,386,1386600,1544951,0,"CHI",50,25,25,13.4,4.6,15.3,9.5,0.5,2.05,1.25,0.302,0.1,0,0.6,0.2,0,1
"1564",1564,"Timothe_LuwawuCabarrot","2019","CHI",50,25,25,13.4,5648.8,1.07,0.57,0.5,4.48,4.77,4.18,395,1544951,2529684,0,"BKN",39,15,24,17.2,6.3,21.4,13,0.8,2.2,1.38,0.295,0.3,0,0.8,0.727,0,0.8
"1565",1565,"Tobias_Harris","2017","DET",82,37,45,31.3,11769.3,2.23,1.21,1.01,4.29,4.7,3.88,37,17200000,1.6e+07,0,"LAC",80,39,41,33.3,18.6,70.2,37.9,2.5,2.12,1.18,0.265,0.9,1.7,1.6,0.735,0.752,0.721
"1566",1566,"Tobias_Harris","2018","LAC",80,39,41,33.4,13062,2.47,1.37,1.1,4.46,4.91,4,69,1.6e+07,14800000,0,"PHI",82,46,36,34.7,20,61.2,35.1,3.1,3.02,2.11,0.328,1.3,2.1,2,0.792,0.644,1.066
"1567",1567,"Tobias_Harris","2019","PHI",82,46,36,34.7,13779.1,2.61,1.44,1.17,4.22,4.64,3.81,81,14800000,0,1,"PHI",65,39,26,34.5,19.4,60.9,37.6,3.1,3.06,2.07,0.318,1.8,2.4,2.4,0.719,0.704,1.072
"1569",1569,"Tomas_Satoransky","2017","WAS",57,33,24,12.6,4996.4,0.95,0.49,0.45,4.51,4.76,4.27,269,2870813,3e+06,0,"WAS",73,39,34,22.5,7.2,48.1,18.4,3.5,4.36,4.25,0.149,0.4,0.2,1.5,0.387,0.769,0.72
"1570",1570,"Tomas_Satoransky","2018","WAS",73,39,34,22.5,9014.8,1.71,0.91,0.8,4.62,4.87,4.37,254,3e+06,3129187,0,"WAS",79,31,48,27,8.8,57.2,21.9,3.9,4.06,3.97,0.154,0.8,0.2,1.8,0.569,0.444,0.786
"1571",1571,"Tomas_Satoransky","2019","WAS",79,31,48,27,11416,2.16,1.16,1.01,4.5,4.93,4.1,264,3129187,0,1,"CHI",65,22,43,28.9,9.9,63.6,27.1,4.4,4.15,3.91,0.156,0.8,0.3,1.6,0.491,0.235,0.577
"1572",1572,"Tony_Allen","2017","MEM",71,36,35,26.9,9722.9,1.84,0.95,0.89,4.11,4.13,4.1,180,5505618,0,1,"NOP",22,12,10,12.4,4.7,14.3,8.5,0.5,2.08,1.32,0.327,0.5,0.2,2.2,0.909,0.5,0.729
"1573",1573,"Tony_Bradley","2018","UTA",9,6,3,3.2,1206.1,0.23,0.12,0.11,4.35,4.35,4.35,383,1414920,1679520,0,"UTA",3,2,1,12,5.7,20,11,0.4,1.32,0.4,0.283,2.3,0,5.3,0.429,0,1.063
"1574",1574,"Tony_Bradley","2019","UTA",3,2,1,12,4911.7,0.93,0.5,0.43,4.34,4.6,4.08,364,1679520,1962360,0,"UTA",50,33,17,10.7,4.7,16.3,8.7,0.4,1.29,0.36,0.285,1.2,0.2,3.7,0.726,1,0.973
"1576",1576,"Tony_Parker","2017","SAS",62,46,16,25.1,9899.5,1.87,1.08,0.8,4.5,4.94,4.03,60,14445313,15453126,0,"SAS",55,32,23,19.5,7.7,46.2,15.4,4.3,5.55,5.88,0.166,0.4,0,0.3,0.2,0,0.444
"1577",1577,"Tony_Parker","2018","SAS",55,32,23,19.5,8007.8,1.52,0.87,0.65,4.68,5.12,4.19,72,15453126,0,1,"CHA",56,30,26,17.9,9.5,41.1,13.9,4.2,6.13,6.66,0.231,0.3,0,0.3,0.222,0,0.25
"1579",1579,"Tony_Snell","2017","MIL",80,42,38,29.2,10281.1,1.95,0.96,0.99,4.02,4.02,4.02,286,2368327,0,1,"MIL",74,42,32,27.4,6.8,25.7,16.7,0.7,1.58,0.75,0.266,0.3,0,0.4,0.792,0,0.714
"1580",1580,"Tony_Snell","2018","MIL",74,42,32,27.4,9712.2,1.84,0.9,0.94,4.06,4.18,3.94,125,9821429,10607143,0,"MIL",74,55,19,17.6,6,20.3,12.6,0.6,1.89,1.04,0.296,0.5,0,0.6,0.471,0,0.783
"1581",1581,"Tony_Snell","2019","MIL",74,55,19,17.6,6991.8,1.32,0.69,0.63,4.2,4.5,3.91,126,10607143,11392857,0,"DET",58,18,40,27.8,8,35.4,23.3,1.2,2.01,0.91,0.225,0.3,0,0.2,0.471,0,0.615
"1583",1583,"Torrey_Craig","2019","DEN",75,50,25,20,8316.1,1.58,0.81,0.77,4.42,4.47,4.36,339,2e+06,2100000,0,"DEN",50,35,15,17.4,5,17.2,11,0.5,1.83,0.78,0.289,0.5,0,1.5,0.391,0,0.932
"1585",1585,"Trae_Young","2019","ATL",81,29,52,30.9,12751.7,2.42,1.37,1.05,4.37,4.98,3.76,204,5356440,6273000,0,"ATL",60,18,42,35.3,29.6,87,23.3,9.1,6.27,6.03,0.341,0.3,0,0.6,0.667,0,0.618
"1587",1587,"Treveon_Graham","2017","CHA",27,10,17,7,2725.2,0.52,0.29,0.23,4.45,4.67,4.2,482,543471,905249,0,"CHA",63,28,35,16.7,4.3,19.5,11.7,0.5,1.68,0.83,0.223,0.3,0.1,0.9,0.35,0,0.673
"1588",1588,"Treveon_Graham","2018","CHA",63,28,35,16.7,6703.9,1.27,0.68,0.59,4.59,4.79,4.38,427,1312611,0,1,"BKN",35,19,16,20.4,5.3,28.4,14.3,0.8,1.65,0.75,0.185,0.1,0.1,1,0,0,0.324
"1589",1589,"Treveon_Graham","2019","BKN",35,19,16,20.4,8521.3,1.61,0.87,0.74,4.45,4.8,4.08,410,1512601,1645357,0,"ATL",55,21,34,16.9,4.4,21.9,12.3,0.7,1.83,0.87,0.202,0.2,0.1,1.3,0.667,0.5,0.667
"1591",1591,"Trevor_Ariza","2017","HOU",80,53,27,34.7,12306.3,2.33,1.17,1.16,4.05,4.21,3.9,134,7806971,7420912,0,"HOU",67,51,16,33.9,11.7,38,26.5,1.1,1.8,0.87,0.308,0.3,0.1,0.8,0.739,0.286,0.404
"1592",1592,"Trevor_Ariza","2018","HOU",67,51,16,33.9,11833.1,2.24,1.14,1.11,3.98,4.03,3.94,148,7420912,0,1,"WAS",68,21,47,34,12.5,53.1,36.8,1.9,2.15,1.16,0.236,0.8,0.6,1.1,0.679,0.359,1.013
"1593",1593,"Trevor_Ariza","2019","WAS",68,21,47,34,12691.8,2.4,1.25,1.15,3.99,4.16,3.81,78,1.5e+07,0,1,"POR",52,21,31,27.9,7.7,32,20.9,1.1,2.07,1.04,0.242,0.5,0.3,1,0.5,0.133,0.925
"1595",1595,"Trevor_Booker","2017","BKN",70,18,52,24.8,9540.2,1.81,0.96,0.85,4.39,4.75,4.04,114,9250000,9125000,0,"IND",67,36,31,17.1,6.4,34,19.3,0.9,1.66,0.6,0.187,2,1.8,3.8,0.478,0.39,0.763
"1597",1597,"Trey_Burke","2017","WAS",57,35,22,12.3,4777.9,0.9,0.48,0.42,4.42,4.64,4.19,242,3386598,0,1,"NYK",36,10,26,21.8,12.8,55.9,21,4.8,5.11,4.88,0.229,0.3,0.1,0.4,0.364,0.667,1.125
"1598",1598,"Trey_Burke","2019","DAL",58,16,42,19.4,8033.9,1.52,0.81,0.71,4.4,4.71,4.09,352,1795015,0,1,"PHI",25,13,12,13.1,5.9,28.7,12.9,2.3,4.86,4.38,0.205,0.4,0,0.3,0.727,0,0.571
"1600",1600,"Trey_Lyles","2017","UTA",71,43,28,16.3,6029.7,1.14,0.62,0.52,4.21,4.43,3.97,288,2340600,2441400,0,"DEN",73,41,32,19.1,9.9,35.5,20.2,1.2,1.95,0.86,0.279,0.7,1.8,2,0.82,0.541,0.972
"1601",1601,"Trey_Lyles","2018","DEN",73,41,32,19.1,6896.3,1.31,0.72,0.59,4.16,4.52,3.79,276,2441400,3364249,0,"DEN",64,42,22,17.5,8.5,32.7,19.7,1.1,2.01,0.93,0.261,1,1.6,1.9,0.71,0.524,1.05
"1602",1602,"Trey_Lyles","2019","DEN",64,42,22,17.5,6732.5,1.28,0.7,0.57,4.08,4.42,3.73,255,3364249,0,1,"SAS",62,26,36,20.2,6.5,37.4,16.6,1,1.58,0.54,0.173,0.6,0.1,1.4,0.421,0.8,0.682
"1604",1604,"Tristan_Thompson","2017","CLE",78,50,28,29.9,11304.2,2.14,1.13,1.01,4.3,4.48,4.11,55,15330435,16400000,0,"CLE",53,27,26,20.2,5.8,28.2,12.9,0.7,1.52,0.44,0.205,1.9,0.5,5.7,0.466,0.385,0.717
"1605",1605,"Tristan_Thompson","2018","CLE",53,27,26,20.2,7997.4,1.51,0.81,0.71,4.5,4.79,4.21,66,16400000,17469565,0,"CLE",43,8,35,27.9,10.9,47.3,26.3,1.7,2.14,0.89,0.231,6,3.1,8.1,0.357,0.343,0.774
"1606",1606,"Tristan_Thompson","2019","CLE",43,8,35,27.9,10613.3,2.01,1.11,0.9,4.15,4.31,3.96,62,17469565,18539130,0,"CLE",57,19,38,30.2,12,53.5,32.8,1.8,2.04,0.77,0.224,3.9,2.5,10.5,0.379,0.444,0.753
"1608",1608,"Troy_Daniels","2017","MEM",67,33,34,17.7,6670,1.26,0.71,0.56,4.3,4.6,3.97,245,3332940,3408520,0,"PHX",79,20,59,20.5,8.9,24.4,18.6,0.7,1.73,1.04,0.364,0.4,0,0.2,0.645,1,0.588
"1609",1609,"Troy_Daniels","2018","PHX",79,20,59,20.5,8272.2,1.57,0.86,0.7,4.59,5.09,4.1,234,3408520,3258540,0,"PHX",51,13,38,14.9,6.2,19.2,13.3,0.7,2.03,1.36,0.324,0.3,0,0.6,0.538,0,0.903
"1610",1610,"Troy_Daniels","2019","PHX",51,13,38,14.9,6143,1.16,0.64,0.53,4.36,4.81,3.92,260,3258539,0,1,"DEN",42,32,10,10.9,4.1,8.8,6.6,0.3,1.76,0.98,0.47,0.2,0,0.4,1,0,0.611
"1613",1613,"Troy_Williams","2017","HOU",30,19,11,18.6,7120.5,1.35,0.73,0.62,4.37,4.68,4.07,472,543471,905249,0,"NYK",21,7,14,14.6,6.3,19.2,14.3,0.5,1.69,0.74,0.329,0.4,0,1.7,1.125,0,0.829
"1614",1614,"Troy_Williams","2018","NYK",21,7,14,14.6,5806.2,1.1,0.58,0.51,4.63,4.88,4.38,358,1471382,1544951,0,"SAC",21,7,14,14.9,5.3,17.4,11.1,0.5,1.76,0.7,0.304,0.2,0,0.8,0.8,0,1
"1621",1621,"Tyler_Dorsey","2018","ATL",56,15,41,17.4,6824.9,1.29,0.68,0.61,4.49,4.65,4.31,450,815615,1378242,0,"MEM",48,11,37,14.5,6.2,19.7,13.6,0.9,2.7,2.34,0.313,0.3,0,0.6,0.5,0,0.633
"1623",1623,"Tyler_Ennis","2017","LAL",53,28,25,11.1,4435.2,0.84,0.45,0.39,4.55,5.05,4.08,321,1733880,0,1,"LAL",54,22,32,12.7,4.1,28.3,10.9,2.1,4.4,4.06,0.147,0.3,0,0.4,0.75,0,0.571
"1626",1626,"Tyler_Johnson","2017","MIA",73,35,38,29.8,11432.2,2.17,1.18,0.99,4.37,4.62,4.09,178,5628000,5881260,0,"MIA",71,38,33,28.5,11.6,42.1,27.6,2,2.87,2.27,0.275,0.5,0,0.7,0.486,0,0.585
"1627",1627,"Tyler_Johnson","2018","MIA",71,38,33,28.5,11234.1,2.13,1.13,1,4.48,4.65,4.3,181,5881260,19245370,0,"PHX",57,26,31,26.8,10.9,48.5,27.6,2.6,3.23,2.85,0.224,0.6,0,0.9,0.611,0,0.735
